,RunId,iteration,Step,nVehicles,percent_emergency,Vehicle,Mean_speed,Emergency,Emergency_collisions,TrafficLight,Car0_direction,Car1_direction,Car2_direction,Car3_direction,Car4_direction,Vehicles_crossed_left,Vehicles_crossed_up,Vehicles_crossed_down,Vehicles_crossed_right
203,1,0,2,10,0.2,10,2.3,2,2,4,0,0,0,0,0,0,0,0,0
204,1,0,3,10,0.2,10,2.3,2,2,4,0,0,0,0,0,0,0,0,0
205,1,0,4,10,0.2,10,2.3,2,2,4,0,0,0,0,0,0,0,0,0
206,1,0,5,10,0.2,10,2.3,2,2,4,0,0,0,0,1,0,0,1,1
207,1,0,6,10,0.2,10,2.3,2,3,4,0,1,0,0,1,0,1,0,0
208,1,0,7,10,0.2,10,2.3,2,3,4,1,1,0,0,1,0,0,1,0
209,1,0,8,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
210,1,0,9,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,1,0,0
211,1,0,10,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
212,1,0,11,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
213,1,0,12,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
214,1,0,13,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
215,1,0,14,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
216,1,0,15,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
217,1,0,16,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
218,1,0,17,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
219,1,0,18,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
220,1,0,19,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
221,1,0,20,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
222,1,0,21,10,0.2,10,2.3,2,3,4,1,1,0,1,1,1,0,0,0
223,1,0,22,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
224,1,0,23,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
225,1,0,24,10,0.2,10,2.3,2,3,4,1,1,0,1,1,0,0,0,0
226,1,0,25,10,0.2,10,2.3,2,3,4,1,1,1,1,1,0,0,0,0
227,1,0,26,10,0.2,10,2.3,2,3,4,1,1,1,1,1,0,0,0,0
228,1,0,27,10,0.2,10,2.3,2,3,4,2,1,1,1,1,0,0,0,0
229,1,0,28,10,0.2,10,2.3,2,3,4,2,1,1,1,1,0,0,0,0
230,1,0,29,10,0.2,10,2.3,2,3,4,2,1,1,1,1,0,0,0,0
231,1,0,30,10,0.2,10,2.3,2,3,4,2,2,1,1,1,0,0,0,0
232,1,0,31,10,0.2,10,2.3,2,3,4,2,2,1,1,1,0,0,0,0
233,1,0,32,10,0.2,10,2.3,2,3,4,3,2,1,1,1,0,0,0,1
234,1,0,33,10,0.2,10,2.3,2,3,4,3,2,1,1,1,0,0,0,0
235,1,0,34,10,0.2,10,2.3,2,3,4,3,2,1,1,1,0,0,0,0
236,1,0,35,10,0.2,10,2.3,2,3,4,3,2,1,1,1,0,0,0,0
237,1,0,36,10,0.2,10,2.3,2,3,4,3,2,1,1,1,0,0,0,0
238,1,0,37,10,0.2,10,2.3,2,3,4,3,2,1,1,1,0,0,0,0
239,1,0,38,10,0.2,10,2.3,2,3,4,3,2,1,1,1,0,0,0,0
240,1,0,39,10,0.2,10,2.3,2,3,4,3,2,1,1,1,0,0,0,0
241,1,0,40,10,0.2,10,2.3,2,3,4,3,2,1,1,1,0,0,0,0
242,1,0,41,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,1,0,0
243,1,0,42,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
244,1,0,43,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
245,1,0,44,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
246,1,0,45,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
247,1,0,46,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
248,1,0,47,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
249,1,0,48,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
250,1,0,49,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
251,1,0,50,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
252,1,0,51,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
253,1,0,52,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
254,1,0,53,10,0.2,10,2.3,2,3,4,3,3,1,1,1,0,0,0,0
255,1,0,54,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
256,1,0,55,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
257,1,0,56,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
258,1,0,57,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
